ID-datalake,nct_id,brief_title,official_title,phase,recruitment_status,start_date,completion_date,primary_completion_date,enrollment,enrollment_type,lead_sponsor,sponsor_organization,indications,interventions_drugs,drugs_datalake,main_technologies,specific_technologies,target_names,target_abbreviations
34421,NCT03245554,Clinical Research on Teratment of Gastrointestinal Cancer in the Preoperative by Propranolol,Clinical Research on Teratment of Gastrointestinal Cancer in the Preoperative by Propranolol,EARLY_PHASE1,UNKNOWN,1/5/2018,1/9/2020,1/9/2020,80,ESTIMATED,,,['Digestive System Neoplasm'],['Propranolol'],['B872'],[['Small Molecule']],[['Small Molecule']],[['Beta adrenergic receptors']],[['Î²-adrenoceptors']]
41861,NCT04263298,Fulvestrant Versus Capecitabine as Maintenance Therapy After First-line Chemotherapy in Patients With HR+/HER2- Metastatic Breast Cancer,"A Randomized, Multi-center, Open-label, Phase III Trial of Fulvestrant Versus Capecitabine as Maintenance Therapy After First-line Chemotherapy in Patients With Hormone Receptor Positive, Human Epidermal Growth Factor Receptor-2 Negative Metastatic Breast Cancer (FAMILY)",PHASE3,RECRUITING,1/5/2018,1/5/2030,1/5/2025,210,ESTIMATED,,,['Brain Metastasis'],"['Fulvestrant', 'Capecitabine']","['B276', 'B474']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Estrogen receptors'], ['Thymidylate synthase']]","[['ER'], ['TYMS']]"
35138,NCT03341520,Gazyvaro and Low Dose Radiotherapy in Early Stage Follicular Lymphoma,Therapy of Nodal Follicular Lymphoma (WHO Grade 1/2) in Clinical Stage I/II Using Response Adapted Involved Site Radiotherapy in Combination With Gazyvaro,PHASE2,ACTIVE_NOT_RECRUITING,24/4/2018,31/5/2024,11/11/2021,89,ACTUAL,,,"['Grade 1 Follicular Lymphoma', 'Grade 2 Follicular Lymphoma', 'Grade 1 Follicular Lymphoma', 'Grade 2 Follicular Lymphoma']","['Obinutuzumab', 'Low Dose Radiation Therapy']",['B443'],[['Antibody']],[['Monoclonal Antibody']],[['B-lymphocyte antigen CD20']],[['CD20']]
36047,NCT03464201,Enzalutamide in Metastatic or Advanced Non-resectable Granulosa Cell Ovarian Tumors: GREKO III Study,Open Label Phase II Clinical Trial of Enzalutamide in Metastatic or Advanced Non-resectable Granulosa Cell Ovarian Tumors: GreKo III Study,PHASE2,COMPLETED,13/4/2018,11/11/2020,11/11/2020,16,ACTUAL,,,['Ovarian Cancer'],['Enzalutamide'],['B25'],[['Small Molecule']],[['Small Molecule']],[['Androgen Receptor']],[['AR']]
34371,NCT03239392,A Dose-Ranging Study of IV BNZ-1 in LGL Leukemia or Refractory CTCL,A Dose-Ranging Study of Intravenous BNZ132-1-40 in Patients With Large Granular Lymphocyte Leukemia or Refractory Cutaneous T-Cell Lymphoma,PHASE1/PHASE2,COMPLETED,1/4/2018,30/6/2020,30/6/2020,50,ACTUAL,,,"['T-Cell Large Granular Lymphocyte Leukemia', 'Primary Cutaneous T-Cell Non-Hodgkin Lymphoma']",['EQ 101'],['B4350'],[['Engineered Protein Therapy']],[['Synthetic Peptide']],"[['Interleukin-15', 'Interleukin-2', 'Interleukin-9']]","[['IL-15', 'IL-2', 'IL-9']]"
36215,NCT03488225,Combination Chemotherapy and Inotuzumab Ozogamicin in Treating Patients With B Acute Lymphoblastic Leukemia,Phase II Study of the Hyper-CVAD Regimen in Sequential Combination With Inotuzumab Ozogamicin as Frontline Therapy for Adults With B-Cell Lineage Acute Lymphocytic Leukemia,PHASE2,TERMINATED,28/3/2018,2/4/2020,2/4/2020,4,ACTUAL,,,"['Acute Lymphoblastic Leukemia', 'Acute Lymphoblastic Leukemia', 'Philadelphia chromosome-negative acute lymphoblastic leukemia']","['Cyclophosphamide', 'Cytarabine', 'Dexamethasone', 'doxorubicin hydrochloride', 'Inotuzumab ozogamicin', 'Laboratory Biomarker Analysis', 'leucovorin calcium', 'Mercaptopurine', 'Methotrexate', 'Ofatumumab', 'Prednisone', 'Rituximab', 'vincristine sulfate']","['B2818', 'B2050', 'B1128', 'B9124', 'B686', 'B8438', 'B2978', 'B997', 'B201', 'B1979', 'B163', 'B9307']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], [], ['Antibody Drug Conjugate (ADC)'], [], ['Small Molecule'], ['Small Molecule'], ['Antibody'], ['Small Molecule'], ['Antibody'], []]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], [], ['Antibody Drug Conjugate (ADC)'], [], ['Small Molecule'], ['Small Molecule'], ['Monoclonal Antibody'], ['Small Molecule'], ['Monoclonal Antibody'], []]","[['DNA'], ['DNA-directed DNA polymerase'], ['Glucocorticoid receptor'], [], ['CD22', 'DNA'], [], [], ['Dihydrofolate reductase'], ['B-lymphocyte antigen CD20'], ['Glucocorticoid receptor'], ['B-lymphocyte antigen CD20'], []]","[['DNA'], ['DNA-directed DNA polymerase'], ['GR'], [], ['CD22', 'DNA'], [], ['HPRT1'], ['DHFR'], ['CD20'], ['GR'], ['CD20'], []]"
59488,NCT03492931,"PK Study of Ticagrelor in Children Aged Less Than 24 Months, With Sickle Cell Disease (HESTIA4)","A Multi-centre, Phase I, Open-label, Single-dose Study to Investigate Pharmacokinetics (PK) of Ticagrelor in Infants and Toddlers, Aged 0 to Less Than 24 Months, With Sickle Cell Disease (HESTIA4)",PHASE1,COMPLETED,28/3/2018,7/5/2019,7/5/2019,21,ACTUAL,,,['Sickle Cell Disease'],['Ticagrelor'],[],[],[],[],[]
31652,NCT02876640,Retinoid 9cUAB30 in Producing a Biologic Effect in Patients With Early Stage Breast Cancer,Phase Ib 9cUAB30 in Early Stage Breast Cancer to Evaluate Biologic Effect,PHASE1,TERMINATED,16/3/2018,3/6/2022,3/6/2022,27,ACTUAL,,,"['Breast Cancer', 'Breast Cancer', 'Breast Cancer', 'Breast Cancer', 'Breast Cancer', 'Breast Cancer', 'Breast Ductal Carcinoma In Situ', 'Breast Cancer', 'Breast Cancer']","['Biospecimen Collection', 'Retinoid 9cUAB30', 'Therapeutic Conventional Surgery']",[],[],[],[],[]
59459,NCT03418168,A Study of Molidustat for Treatment of Renal Anemia in Peritoneal Dialysis Subjects,"An Open-label, Multicenter Study to Investigate the Efficacy and Safety of Oral Molidustat in Peritoneal Dialysis Subjects With Renal Anemia",PHASE3,COMPLETED,22/2/2018,29/7/2019,25/7/2019,51,ACTUAL,,,"['Anemia', 'Renal Insufficiency, Chronic']",['Molidustat'],[],[],[],[],[]
35606,NCT03402230,Broccoli Sprout/Broccoli Seed Extract Supplement in Decreasing Toxicity in Heavy Smokers,Clinical Study of AvmacolÂ® for Detoxification of Tobacco Carcinogens in Heavy Smokers,EARLY_PHASE1,COMPLETED,20/2/2018,24/7/2022,10/1/2020,49,ACTUAL,,,"['Epithelial Neoplasm', 'Epithelial Neoplasm']","['Broccoli Sprout/Broccoli Seed Extract Supplement', 'Laboratory Biomarker Analysis', 'Questionnaire Administration']",[],[],[],[],[]
35644,NCT03407300,A Safety and Efficacy Trial of Docetaxel With or Without XH1 in Non-small Cell Lung Cancer (NSCLC) Patients,"A Prospective, Randomized Clinical Study of Safety and Efficacy by Using Docetaxel With or Without Traditional Chinese Medicine XH1 in Patients With Stage â…¢B-â…£ Non-small Cell Lung Cancer (NSCLC) Who Failed With First-line Chemotherapy",PHASE2,UNKNOWN,1/2/2018,1/2/2019,1/2/2019,80,ESTIMATED,,,['Non-Small Cell Lung Cancer'],['Docetaxel'],['B2814'],[['Small Molecule']],[['Small Molecule']],[['Tubulin beta-1 chain']],[['TUBB1']]
35553,NCT03395873,"Avelumab With Decitabine as First Line for AML Treatment of Patients With AML, Who Are Unfit for Intensive Chemotherapy","A Phase I Study of Avelumab in Combination With Decitabine as First Line Treatment of Patients With AML, Who Are Unfit for Intensive Chemotherapy",PHASE1,TERMINATED,29/1/2018,15/5/2019,15/5/2019,7,ACTUAL,,,['Acute Myeloid Leukemia'],"['Decitabine', 'Avelumab']","['B113', 'B1121']","[['Small Molecule'], ['Antibody']]","[['Small Molecule'], ['Monoclonal Antibody']]","[['DNA', 'DNA (cytosine-5)-methyltransferase 3A', 'DNA (cytosine-5)-methyltransferase 3B'], ['Programmed death-ligand 1']]","[['DNMT1', 'DNMT3A', 'DNMT3B'], ['PDL1']]"
35509,NCT03390062,A Study of Apatinib in Recurrent or Recurrent High-grade Glioma,"An One Arm, Open and Prospective Studyof Apatinib for the Treatment of Recurrent or Recurrent High-grade Glioma",PHASE2,UNKNOWN,4/1/2018,1/8/2020,20/12/2019,30,ESTIMATED,,,['Glioma'],['Rivoceranib'],['B948'],[['Small Molecule']],[['Small Molecule']],"[['SRC inhibitors(Tyrosine-protein kinase SRC inhibitors)', 'Stem cell growth factor receptor', 'Vascular endothelial growth factor receptor 2']]","[['SRC', 'c-Kit', 'VEGFR2']]"
33806,NCT03164772,Phase 1/2 Study of Combination Immunotherapy and Messenger Ribonucleic Acid (mRNA) Vaccine in Subjects With NSCLC,A Phase 1/2 Study of Combination Immunotherapy and mRNA Vaccine in Subjects With Non-small Cell Lung Cancer (NSCLC),PHASE1/PHASE2,COMPLETED,20/12/2017,29/10/2021,29/10/2021,61,ACTUAL,,,"['Epithelial Neoplasm', 'Non-Small Cell Lung Cancer']","['Durvalumab', 'Tremelimumab', 'CV 9202', 'Intradermal Route of Administration']","['B977', 'B692', 'B3361']","[['Antibody'], ['Antibody'], ['Cancer Vaccine']]","[['Monoclonal Antibody'], ['Monoclonal Antibody'], ['mRNA Vaccine']]","[['Programmed death-ligand 1'], ['Cytotoxic T-Lymphocyte-Associated Antigen 4'], ['Trophoblast glycoprotein']]","[['PDL1'], ['CTLA4'], ['MAGEC1', 'MAGEC2', '5T4']]"
35498,NCT03389035,Transposon-manipulated Allogeneic CARCIK-CD19 Cells in Pediatric and Adult Patients With r/r ALL Post HSCT,"Phase 1-2a Trial to Determine the Feasibility and Safety of a Single Dose of Transposon-manipulated Allogeneic CARCIK-CD19 Cells in Adult and Pediatric Patients With Relapsed or Refractory B-cell Acute Lymphoblastic Leukemia, After Hematopoietic Stem Cell Transplantation",PHASE1/PHASE2,COMPLETED,20/12/2017,30/12/2022,31/3/2021,21,ACTUAL,,,['Acute Lymphoblastic Leukemia'],[],[],[],[],[],[]
34310,NCT03231176,Varlitinib Plus Capecitabine in Chinese Patients With Advanced or Metastatic Biliary Tract Cancer,"A Phase 2A, Single Arm, Multicentre, Study of Varlitinib Plus Capecitabine in Chinese Patients With Advanced or Metastatic Biliary Tract Cancer Who Progressed on at Least 1 Line of Systemic Therapy",PHASE2,COMPLETED,19/12/2017,13/4/2020,5/7/2019,62,ACTUAL,,,['Biliary Tract Cancer'],"['Varlitinib', 'Capecitabine']","['B566', 'B474']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Epidermal growth factor receptor erbB1', 'Receptor protein-tyrosine kinase erbB-2', 'Receptor protein-tyrosine kinase erbB-4'], ['Thymidylate synthase']]","[['EGFR', 'HER2', 'HER4'], ['TYMS']]"
34942,NCT03315364,Oral Paclitaxel Trial In Recurrent and Metastatic Breast Cancer As 1st Line Therapy,"A Multinational, Multicenter, Open-label, Phase II/III Clinical Trial to Evaluate the Efficacy and Safety of LiporaxelÂ® (Oral Paclitaxel) Compared to TaxolÂ® (IV Paclitaxel) as First-line Therapy in Patients With Recurrent or Metastatic HER2 Negative Breast Cancer",PHASE2/PHASE3,ACTIVE_NOT_RECRUITING,18/12/2017,31/12/2025,19/2/2024,549,ACTUAL,,,['Breast Cancer'],['Paclitaxel'],['B1250'],[['Small Molecule']],[['Small Molecule']],[['Tubulin beta-1 chain']],[['TUBB1']]
35211,NCT03350477,Bioinformation Therapy for Gastric Cancer,Combination of Cancer Ablation and Life Information Rehabilitation Therapy for Unresctable Gastric Cancer,PHASE2/PHASE3,COMPLETED,30/11/2017,30/11/2018,30/11/2018,120,ACTUAL,,,['Gastric Cancer'],"['Ablation Therapy', 'Qilisheng Immunoregulatory Oral Solution']",[],[],[],[],[]
34818,NCT03298893,Nivolumab in Association With Radiotherapy and Cisplatin in Locally Advanced Cervical Cancers Followed by Adjuvant Nivolumab for up to 6 Months,A Phase-I Study of Nivolumab in Association With Radiotherapy and Cisplatin in Locally Advanced Cervical Cancers Followed by Adjuvant Nivolumab for up to 6 Months. NiCOL,PHASE1/PHASE2,COMPLETED,27/11/2017,7/3/2022,30/10/2020,21,ACTUAL,,,"['Cervical Cancer', 'Cervical Cancer']","['Nivolumab', 'Cisplatin', 'Radiation Therapy']","['B714', 'B49']","[['Antibody'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['DNA']]","[['PD-1'], ['DNA']]"
35298,NCT03362723,A Study to Investigate the Bioequivalence or Relative Bioavailability of Three New Idasanutlin Tablet Variants Following Oral Administration in Participants With Solid Tumors,"A Multi-Center, Open-Label, Clinical Pharmacology Study for Idasanutlin, an MDM2 Antagonist With a Hybrid Randomized/Sequential, Single-Dose, 4-Period, Crossover Design to Investigate the Bioequivalence or Relative Bioavailability of Three New Idasanutlin Tablet Variants Following Oral Administration in Patients With Solid Tumors",PHASE1,COMPLETED,27/11/2017,11/6/2019,11/6/2019,48,ACTUAL,,,['Solid Tumors'],['RG7388'],['B849'],[['Small Molecule']],[['Small Molecule']],[['p53-binding protein Mdm-2']],[['MDM2']]
35223,NCT03352947,Continuous vs Intermittent Dabrafenib Plus Trametinib in BRAFV600 Mutant Stage 3 Unresectable or Metastatic Melanoma,INTERIM: a Randomised Phase II Feasibility Study of INTERmittent Versus Continuous Dosing or Oral Targeted Combination Therapy in Patients With BRAFV600 Mutant Stage 3 Unresectable or Metastatic Melanoma,PHASE2,COMPLETED,3/11/2017,27/11/2020,31/3/2020,79,ACTUAL,,,['Male Reproductive System Neoplasm'],"['Dabrafenib', 'Trametinib']","['B542', 'B575']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['C-Raf kinase', 'Serine/threonine-protein kinase B-raf'], ['Dual specificity mitogen-activated protein kinase kinase 1', 'Dual specificity mitogen-activated protein kinase kinase 2']]","[['CRAF', 'BRAF'], ['MEK1', 'MEK2']]"
35788,NCT03427242,Apatinib for Advanced Biliary Carcinoma,A Phase II Study of Apatinib Treatment for Advanced Biliary Tract Carcinoma After Failure of the First-line Chemotherapy,PHASE2,UNKNOWN,1/11/2017,31/10/2022,31/10/2021,55,ESTIMATED,,,['Biliary Tract Cancer'],['Rivoceranib'],['B948'],[['Small Molecule']],[['Small Molecule']],"[['SRC inhibitors(Tyrosine-protein kinase SRC inhibitors)', 'Stem cell growth factor receptor', 'Vascular endothelial growth factor receptor 2']]","[['SRC', 'c-Kit', 'VEGFR2']]"
29229,NCT02570958,ENB Robotic ICG Guided Surgery: A Novel Technique for Targeting Small Lung Tumors,Robotic ICG Guided Surgery (RIGGS) Using Electromagnetic Navigational Bronchoscopy (ENB): A Novel Technique for Targeting Small Lung Tumors,PHASE1,WITHDRAWN,31/10/2017,31/10/2017,31/10/2017,0,ACTUAL,,,"['Non-Small Cell Lung Cancer', 'Thoracic Surgery']","['Indocyanine green', 'Wedge Excision', 'Lobectomy', 'Segmentectomy']",['B361'],[['Imaging']],[['Imaging Agent']],[[]],[[]]
34262,NCT03222609,A Study Evaluating Tolerability and Efficacy of Navitoclax Alone or in Combination With Ruxolitinib in Participants With Myelofibrosis,A Phase 2 Open-Label Study Evaluating Tolerability and Efficacy of Navitoclax Alone or in Combination With Ruxolitinib in Subjects With Myelofibrosis (REFINE),PHASE2,COMPLETED,31/10/2017,29/1/2025,28/3/2022,191,ACTUAL,,,['Primary Myelofibrosis'],"['Ruxolitinib', 'Navitoclax']","['B481', 'B1453']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Tyrosine-protein kinase JAK1', 'Tyrosine-protein kinase JAK2'], ['Apoptosis regulator Bcl-2', 'Apoptosis regulator Bcl-X']]","[['JAK1', 'JAK2'], ['Bcl-2', 'Bcl-XL']]"
33366,NCT03106779,"Study of Efficacy of CML-CP Patients Treated With ABL001 Versus Bosutinib, Previously Treated With 2 or More TKIs","A Phase 3, Multi-center, Open-label, Randomized Study of Oral ABL001 Versus Bosutinib in Patients With Chronic Myelogenous Leukemia in Chronic Phase (CML-CP), Previously Treated With 2 or More Tyrosine Kinase Inhibitors",PHASE3,COMPLETED,26/10/2017,4/12/2024,25/5/2020,233,ACTUAL,,,['Chronic Myeloid Leukemia'],"['Asciminib', 'Bosutinib']","['B1240', 'B889']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Bcr-Abl tyrosine kinase'], ['Bcr-Abl tyrosine kinase', 'SRC inhibitors(Tyrosine-protein kinase SRC inhibitors)']]","[['BCR-ABL1'], ['BCR-ABL1', 'SRC']]"
30807,NCT02760953,TURBt With Adjuvant Cryoablation to Treat Bladder Cancer,"A Multi Center, Randomized, Parallel Controlled Study of Applying Transurethral Resection of Bladder Tumor With Adjuvant Cryoablation to Treat Bladder Cancer",,UNKNOWN,19/10/2017,31/12/2018,30/10/2018,150,ESTIMATED,,,['Urinary System Neoplasm'],"['Cryosurgery', 'Epirubicin']",['B1236'],[['Small Molecule']],[['Small Molecule']],"[['DNA', 'Top II inhibitors (Topoisomerase II inhibitors)']]","[['DNA', 'TOP2']]"
34325,NCT03233347,"Doxorubicin, Vinblastine, Dacarbazine, Brentuximab Vedotin, and Nivolumab in Treating Patients With Stage I-II Hodgkin Lymphoma","A Phase II Trial of PET-Directed Therapy Using AVD (Doxorubicin, Vinblastine, and Dacarbazine) Plus Brentuximab Vedotin Induction Chemotherapy, With or Without Brentuximab Vedotin Plus Nivolumab, Followed by Nivolumab Consolidation for Patients With Previously Untreated Non-Bulky Limited Stage Hodgkin Lymphoma",PHASE2,ACTIVE_NOT_RECRUITING,13/10/2017,8/7/2025,1/7/2022,82,ESTIMATED,,,"['Hodgkin Lymphoma', 'Hodgkin Lymphoma', 'Hodgkin Lymphoma', 'Hodgkin Lymphoma', 'Hodgkin Lymphoma', 'Hodgkin Lymphoma', 'Classic Hodgkin Lymphoma']","['Brentuximab vedotin', 'Dacarbazine', 'Doxorubicin', 'Laboratory Biomarker Analysis', 'Nivolumab', 'Vinblastine']","['B407', 'B1647', 'B1914', 'B714', 'B355']","[['Antibody Drug Conjugate (ADC)'], ['Small Molecule'], ['Small Molecule'], ['Antibody'], ['Small Molecule']]","[['Antibody Drug Conjugate (ADC)'], ['Small Molecule'], ['Small Molecule'], ['Monoclonal Antibody'], ['Small Molecule']]","[['CD30 modulators(Tumor necrosis factor receptor superfamily member 8 modulators)'], ['DNA'], ['Top II inhibitors (Topoisomerase II inhibitors)'], ['Programmed cell death protein 1'], ['Tubulin beta-1 chain']]","[['Beta-tubulin ', 'CD30'], ['DNA'], ['TOP2'], ['PD-1'], ['TUBB1']]"
33839,NCT03168100,"2017-03: A Single-Arm, Open-label Study of Anti-Signaling Lymphocytic Activation Molecule F7 (Anti-SLAMF7) Monoclonal Antibody (mAb) Therapy After Autologous Stem Cell Transplant in Patients With Multiple Myeloma","University of Arkansas (UARK# 2017-03): A Single-Arm, Open-label Study of Anti-SLAMF7 mAb Therapy After Autologous Stem Cell Transplant in Patients With Multiple Myeloma (Total Therapy 8)",PHASE2,WITHDRAWN,1/10/2017,24/1/2019,24/1/2019,0,ACTUAL,,,['Multiple Myeloma'],"['Elotuzumab', 'Lenalidomide', 'Dexamethasone', 'Bortezomib']","['B418', 'B2071', 'B1128', 'B958']","[['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Molecular glue'], ['Small Molecule'], ['Small Molecule']]","[['SLAM family member 7'], ['casein kinase 1 alpha 1', 'Cereblon', 'DNA-binding protein Ikaros', 'Interleukin-2', 'Interleukin-6', 'Tumor necrosis factor Î±', 'Zinc finger protein Aiolos'], ['Glucocorticoid receptor'], ['Proteasome']]","[['SLAMF7'], ['IFNÎ³', 'CK1Î±', 'CRBN', 'IKZF1', 'IL-2', 'IL-6', 'TNF-Î±', 'IKZF3'], ['GR'], ['Proteasome']]"
34495,NCT03256071,Low Dose Decitabine + Modified BUCY Conditioning Regimen for High Risk Acute Myeloid Leukemia Undergoing Allo-HSCT,Low Dose Decitabine + Modified BUCY Conditioning Regimen for High Risk Acute Myeloid Leukemia Undergoing Allo-HSCT,PHASE2/PHASE3,UNKNOWN,30/9/2017,30/9/2021,30/9/2020,90,ESTIMATED,,,"['Acute Myeloid Leukemia', 'Allogeneic Hematopoietic Stem Cell Transplantation', 'Conditioning']","['Decitabine', 'Semustine', 'Cytarabine', 'Busulfan', 'Cyclophosphamide']","['B113', 'B264', 'B2050', 'B2060', 'B2818']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['DNA', 'DNA (cytosine-5)-methyltransferase 3A', 'DNA (cytosine-5)-methyltransferase 3B'], ['DNA'], ['DNA-directed DNA polymerase'], ['DNA'], ['DNA']]","[['DNMT1', 'DNMT3A', 'DNMT3B'], ['DNA'], ['DNA-directed DNA polymerase'], ['DNA'], ['DNA']]"
34744,NCT03288493,P-BCMA-101 Tscm CAR-T Cells in the Treatment of Patients With Multiple Myeloma (MM),"Open-Label, Multicenter, Phase 1 Study to Assess the Safety of P BCMA-101 in Subjects With Relapsed / Refractory Multiple Myeloma (MM) Followed by a Phase 2 Assessment of Response and Safety (PRIME)",PHASE1/PHASE2,TERMINATED,20/9/2017,27/4/2022,27/4/2022,105,ACTUAL,,,['Multiple Myeloma'],['Rimiducid'],['B870'],[['Small Molecule']],[['Small Molecule']],[['FK506-binding protein 1A ligand']],[['FKBP12']]
32924,NCT03045653,Efficacy of High Dose Tamoxifen to Advanced Hormone Receptor-High Expressed Breast Cancer,Efficacy and Safety of High Dose Tamoxifen to Advanced Hormone Receptor-High Expressed Endocrine Therapy Resisted Breast Cancer,PHASE2,COMPLETED,1/9/2017,21/2/2019,21/2/2019,30,ACTUAL,,,['Breast Cancer'],['Tamoxifen'],['B2062'],[['Small Molecule']],[['Small Molecule']],[['Estrogen receptors']],[['ER']]
34680,NCT03280264,Phase 3 Study of KHK7580 for the Treatment of Hypercalcemia in Patients With Parathyroid Carcinoma or Primary Hyperparathyroidism,An Intra-Subject Dose-Adjustment Study of KHK7580 for the Treatment of Hypercalcemia in Patients With Parathyroid Carcinoma or Primary Hyperparathyroidism Who Are Unable to Undergo Parathyroidectomy or Relapse After Parathyroidectomy,PHASE3,COMPLETED,30/8/2017,9/4/2019,9/4/2019,18,ACTUAL,,,"['Parathyroid Cancer', 'Primary Hyperparathyroidism']",['Evocalcet'],['B1293'],[['Small Molecule']],[['Small Molecule']],[['Calcium sensing receptor']],[['CaSR']]
34044,NCT03194932,Study of Venetoclax in Combination With Chemotherapy in Pediatric Patients With Refractory or Relapsed Acute Myeloid Leukemia or Acute Leukemia of Ambiguous Lineage,A Phase I and Expansion Cohort Study of Venetoclax in Combination With Chemotherapy in Pediatric Patients With Refractory or Relapsed Acute Myeloid Leukemia,PHASE1,COMPLETED,11/7/2017,22/6/2022,27/10/2020,62,ACTUAL,,,['Acute Myeloid Leukemia'],"['Venetoclax', 'Cytarabine', 'Idarubicin', 'Triple Intrathecal Chemotherapy', 'Azacitidine']","['B927', 'B2050', 'B41', 'B322']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Apoptosis regulator Bcl-2'], ['DNA-directed DNA polymerase'], ['DNA', 'Top II inhibitors (Topoisomerase II inhibitors)'], ['DNA']]","[['Bcl-2'], ['DNA-directed DNA polymerase'], ['DNA', 'TOP2'], ['DNMT1']]"
39608,NCT03950141,Apatinib Combined With S-1 as Maintenance Therapy for HER-2 Negatived Gastric Cancer,Apatinib Combined With S-1 as Maintenance Therapy for HER-2 Negatived Gastric Cancer Treated With 4 Cycles Chemotherapy Valued as Stable Disease (SD),PHASE2,UNKNOWN,1/7/2017,1/7/2020,1/7/2019,30,ESTIMATED,,,['HER-2 Negatived Gastric Cancer'],"['Rivoceranib', 'Gimeracil/oteracil/tegafur']","['B948', 'B2855']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['SRC inhibitors(Tyrosine-protein kinase SRC inhibitors)', 'Stem cell growth factor receptor', 'Vascular endothelial growth factor receptor 2'], ['Thymidylate synthase']]","[['SRC', 'c-Kit', 'VEGFR2'], ['TYMS']]"
32892,NCT03042416,18F-DOPA PET Imaging: an Evaluation of Biodistribution and Safety,18F-DOPA PET Imaging: an Evaluation of Biodistribution and Safety,PHASE3,COMPLETED,29/6/2017,2/6/2021,5/3/2021,400,ACTUAL,,,"['Congenital Hyperinsulinism', 'Kidney Wilms Tumor', 'Neuroendocrine Tumors', 'Parkinson Disease', 'Central Nervous System Neoplasm']",['Fluorodopa-F-18'],['B6494'],[['Radiopharmaceutical Imaging']],[['Radiopharmaceutical Imaging']],[[]],[[]]
34303,NCT03229200,Extended Treatment Protocol for Subjects Continuing to Benefit From Ibrutinib.,Extended Treatment Protocol for Subjects Continuing to Benefit From Ibrutinib After Completion of Ibrutinib Clinical Trials.,PHASE4,ENROLLING_BY_INVITATION,22/5/2017,10/5/2027,10/5/2027,600,ESTIMATED,,,"['High Grade B-Cell Lymphoma', 'Non-Hodgkin Lymphoma', 'Hematology', 'Graft Versus Host Disease', 'Solid Tumors']",['Ibrutinib'],['B499'],[['Small Molecule']],[['Small Molecule']],[['Tyrosine-protein kinase BTK']],[['BTK']]
33212,NCT03085069,A Study to Evaluate SHR-1210 in Patients With Advanced or Metastatic NSCLC,"An Open-label, Single-arm, Multi-center, Phase 2 Study to Evaluate SHR-1210(Anti-PD-1 Antibody) in Patients With Advanced or Metastatic Non-Small Cell Lung Cancer",PHASE2,UNKNOWN,3/5/2017,20/8/2023,20/8/2020,146,ACTUAL,,,"['Thoracic Neoplasm', 'Non-Small Cell Lung Cancer', 'Respiratory System Neoplasm', 'Thoracic Neoplasm', 'Respiratory Tract Disease', 'Respiratory System Neoplasm', 'Epithelial Neoplasm']",['Camrelizumab'],['B1309'],[['Antibody']],[['Monoclonal Antibody']],[['Programmed cell death protein 1']],[['PD-1']]
29197,NCT02567422,"Testing the Addition of M6620 (VX-970, Berzosertib) to Usual Chemotherapy and Radiation for Head and Neck Cancer","A Phase I Study of M6620 (VX-970, Berzosertib) in Combination With Cisplatin and XRT in Patients With Locally Advanced Head and Neck Squamous Cell Carcinoma (HNSCC; SDC 10060121)",PHASE1,ACTIVE_NOT_RECRUITING,17/4/2017,23/4/2025,31/12/2023,43,ACTUAL,,,"['Carcinoma of Unknown Primary', 'Head and Neck Squamous Cell Carcinoma', 'Hypopharyngeal Cancer', 'Laryngeal Cancer', 'Lip and Oral Cavity Cancer', 'Oropharyngeal Cancer', 'Head and Neck Squamous Cell Carcinoma', 'Hypopharyngeal Cancer', 'Laryngeal Cancer', 'Lip and Oral Cavity Cancer', 'Oropharyngeal Cancer', 'Head and Neck Squamous Cell Carcinoma']","['Berzosertib', 'Cisplatin', 'Computed Tomography', 'Laboratory Biomarker Analysis', 'Magnetic Resonance Imaging', 'Positron Emission Tomography', 'Radiation Therapy']","['B1162', 'B49']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Serine-protein kinase ATR'], ['DNA']]","[['ATR'], ['DNA']]"
